Column,id,title,publication,date
107965,161506,Refugee Agencies Race Against Time To Beat Trump Immigration Ban,NPR,2017-01-30T00:00:00Z
107966,161507,7 Targeted Countries React To Trump’s Ban On Immigration,NPR,2017-01-30T00:00:00Z
107967,161508,Students Stranded Worldwide By Trump Order,NPR,2017-01-30T00:00:00Z
107977,161521,"Don’t Invite Trump For State Visit, Say More Than 1 Million In U.K.",NPR,2017-01-30T00:00:00Z
107978,161522,Trump Aims For Big Splash In Taking On Terror Fight,NPR,2017-01-29T00:00:00Z
107980,161524,Trump Acts To Roll Back Regulations On Businesses,NPR,2017-01-30T00:00:00Z
107989,161533,"Trump’s Immigration Order Is ’Not A Ban On Muslims,’ Homeland Security Chief Says",NPR,2017-01-31T00:00:00Z
107990,161534,"Trump’s Executive Order On Immigration, Annotated",NPR,2017-01-31T00:00:00Z
107991,161535,"Washington State Sues Trump, Seeking A Stay On Immigration Ban",NPR,2017-01-31T00:00:00Z
107992,161536,Commentary: Trump Travel Ban On Syrians Should Exempt Kids Under 10,NPR,2017-01-31T00:00:00Z
107993,161537,Senate Democrats Block Committee Votes On 2 Trump Nominees,NPR,2017-01-31T00:00:00Z
107994,161538,Trump Made His Supreme Court Pick. Now What? 5 Steps To Confirmation,NPR,2017-01-31T00:00:00Z
107995,161539,Trump Set To Announce Supreme Court Nominee,NPR,2017-01-31T00:00:00Z
108014,161559,Reported Missile Launch Is Early Test For Trump Administration’s Approach To Iran,NPR,2017-01-31T00:00:00Z
108019,161564,Trump Gets His Man At The State Department,NPR,2017-02-01T00:00:00Z
108020,161565,Where Does Your Member Of Congress Stand On Trump’s Immigration Order?,NPR,2017-02-01T00:00:00Z
108022,161568,President Trump To Senate Leader: ’Go Nuclear’ To Confirm Gorsuch,NPR,2017-02-01T00:00:00Z
108023,161569,"Who Is Neil Gorsuch, Trump’s First Pick For The Supreme Court?",NPR,2017-01-31T00:00:00Z
108027,161573,"In Black History Month ’Listening Session,’ Trump Lashes Out At Media",NPR,2017-02-01T00:00:00Z
108032,161578,3 Ways Trump’s Travel Ban Could Affect Humanitarian Aid Workers,NPR,2017-02-01T00:00:00Z
108035,161582,Senate Republicans Defy Democrats’ Boycott To Advance Trump Nominees ,NPR,2017-02-01T00:00:00Z
108048,161596,Trump Political Advisers Now Raising Money For His ’America First’ Agenda,NPR,2017-01-31T00:00:00Z
108052,161600,Yemen Aftermath: Trump’s First Military Raid Continues To Raise Questions,NPR,2017-02-02T00:00:00Z
108054,161602,"Trump Touts Apprentice Ratings, Tells Prayer Breakfast: ’Pray For Arnold’",NPR,2017-02-02T00:00:00Z
108055,161603,Trump Disparages ’Dumb’ Deal With Australia On Refugees ,NPR,2017-02-02T00:00:00Z
108056,161604,Trump’s Highway Plan May Face Same Old Roadblocks In Congress,NPR,2017-02-02T00:00:00Z
108060,161608,New York City Bodegas Strike To Protest Trump’s Travel Ban,NPR,2017-02-02T00:00:00Z
108074,161625,Trump’s Supreme Court Pick Is A Disciple Of Scalia’s ’Originalist’ Crusade,NPR,2017-02-02T00:00:00Z
108076,161628,Trump Supporters Cheer Quick Starts On Campaign Promises In His First Weeks,NPR,2017-02-02T00:00:00Z
108082,161634,"Federal Judge Stays Trump Travel Order, But Many Visas Already Revoked",NPR,2017-02-03T00:00:00Z
108084,161639,"After 2 Weeks In Office, Trump Faces More Than 50 Lawsuits",NPR,2017-02-02T00:00:00Z
108090,161646,"In Atlanta, Small Businesses Have Mixed Expectations Of President Trump",NPR,2017-02-03T00:00:00Z
108097,161653,Is Trump Tweeting From a ’Secure’ Smartphone? The White House Won’t Say,NPR,2017-02-03T00:00:00Z
108098,161655,’Only God And Trump Knows’ Our Fate: A Dispatch From World’s Largest Refugee Camp,NPR,2017-02-03T00:00:00Z
108099,161657,Bogus ’Bowling Green Massacre’ Claim Snarls Trump Adviser Conway,NPR,2017-02-03T00:00:00Z
108100,161658,"Trump’s Campaign Paid Millions To His Own Properties, FEC Documents Say ",NPR,2017-02-03T00:00:00Z
108103,161661,How Betsy DeVos Became Trump’s Least Popular Cabinet Pick,NPR,2017-02-03T00:00:00Z
108104,161663,"Trump Takes Aim At Dodd-Frank, Investor Protections Rule In Executive Action",NPR,2017-02-03T00:00:00Z
108109,161669,Court Denies DOJ Request For Stay; Trump Immigration Order Remains Suspended,NPR,2017-02-04T00:00:00Z
108110,161670,Who Is Judge James L. Robart And Why Did He Block Trump’s Immigration Order?,NPR,2017-02-04T00:00:00Z
108111,161673,Fact Checking This Week In The Trump Administration,NPR,2017-02-04T00:00:00Z
108113,161675,Trump Backers Want Ideology Test For Extreme Vetting,NPR,2017-02-04T00:00:00Z
108115,161678,Transparency Advocates Fear Trump Officials Will Block Flow of Information to Public,NPR,2017-02-03T00:00:00Z
108121,161690,How’s The New President Doing? Voters In One Trump County Talk,NPR,2017-02-03T00:00:00Z
108126,161701,"With Trump’s Travel Ban Blocked, Visa Holders, Refugees Scramble to Board Flights",NPR,2017-02-05T00:00:00Z
108129,161705,"Yes, All This Happened. Trump’s First 2 Weeks As President",NPR,2017-02-04T00:00:00Z
108130,161706,"When Trump Tweets, This Bot Makes Money",NPR,2017-02-04T00:00:00Z
108131,161708,Utah Representative Wants Bears Ears Gone And He Wants Trump To Do It,NPR,2017-02-05T00:00:00Z
108132,161712,Trump’s Immigration Ban Has Left Syrian Family Stuck In Jordan,NPR,2017-02-02T00:00:00Z
108137,161723,"DOJ Files Brief In Appeals Court, Defending Trump’s Immigration Executive Order",NPR,2017-02-06T00:00:00Z
108138,161725,Senate Democrats Rally Overnight Against Trump’s Education Pick Ahead Of Vote,NPR,2017-02-06T00:00:00Z
108140,161729,A Fortnight To Remember: The Trump Presidency Bursts Into Being ,NPR,2017-02-06T00:00:00Z
108141,161730,"Trump, GOP Lawmakers Back Off From Immediate Obamacare Repeal",NPR,2017-02-06T00:00:00Z
108147,161736,’America First’: From Charles Lindbergh To President Trump,NPR,2017-02-06T00:00:00Z
108149,161738,White House List Contradicts Trump Claim That Terror Attacks Go Unreported ,NPR,2017-02-06T00:00:00Z
108150,161739,"Rural America Supported Trump, But Will His Policies Support Them?",NPR,2017-02-06T00:00:00Z
108166,161759,"LISTEN: States, DOJ Argue Whether Trump’s Travel Ban Should Stay Suspended",NPR,2017-02-07T00:00:00Z
108167,161760,’This Is All On Me’: Trump Homeland Security Secretary On Travel Ban’s Rocky Rollout,NPR,2017-02-07T00:00:00Z
108168,161761,The Attorney General Behind The Resistance To Trump’s Travel Ban,NPR,2017-02-07T00:00:00Z
108174,161769,"In Meeting With Sheriffs, Trump Repeats False Murder Rate Statistic",NPR,2017-02-07T00:00:00Z
108175,161770,"Trump Jokes, Of State Senator, ’We’ll Destroy His Career’",NPR,2017-02-07T00:00:00Z
108178,161773,What If ’Something Happens’ After Judge’s Ruling On Trump’s Travel Ban?,NPR,2017-02-07T00:00:00Z
