Column,id,title,publication,date
61699,84138,"Cruz team attacks Trump for touting Tyson endorsement, while in Indiana",Fox News,2016-04-30T00:00:00Z
61711,84151,"Cruz says still ’doing everything’ to win Indiana, as new poll shows Trump leading by double digits",Fox News,2016-05-01T00:00:00Z
61713,84153,"Trump replays Clinton ’woman card,’ defends ’pull out’ Middle East strategy",Fox News,2016-05-01T00:00:00Z
61715,84155,Trump backers furious over defeat at Arizona GOP convention,Fox News,2016-05-01T00:00:00Z
61721,84162,Trump touts poll giving him edge over Clinton; Cruz issues dire warning,Fox News,2016-05-02T00:00:00Z
61725,84167,"Cruz suspends campaign, clearing Trump path to GOP nomination   ",Fox News,2016-05-04T00:00:00Z
61728,84171,"Trump clinches, Cruz bails and the media face a new Republican reality",Fox News,2016-05-03T00:00:00Z
61729,84172,Ed Rollins: It’s Trump vs. Hillary. Get ready America for an epic edition of ’Survivor’ 2016,Fox News,2016-05-04T00:00:00Z
61730,84173,"Erick Erickson: I will not vote for Clinton or her donor, Donald Trump",Fox News,2016-05-03T00:00:00Z
61731,84174,It’s Trump: Here’s what evangelicals should do now,Fox News,2016-05-04T00:00:00Z
61743,84187,Can Trump match Hillary’s ground game?,Fox News,2016-05-04T00:00:00Z
61744,84188,Trump pivots to general election fight as last rival Kasich bows out,Fox News,2016-05-04T00:00:00Z
61746,84190,Donald Trump needs a running mate: Here are four names for him to consider,Fox News,2016-05-04T00:00:00Z
61747,84191,"Trump says he would consider Kasich, Rubio for VP choice, as Priebus stresses time for GOP ’to heal’",Fox News,2016-05-04T00:00:00Z
61748,84192,"Todd Starnes: Crass beat class, but nation can survive Trump presidency",Fox News,2016-05-04T00:00:00Z
61755,84200,Trump on VP search: Looking for candidate with congressional ties,Fox News,2016-05-05T00:00:00Z
61756,84201,A message for my fellow Republicans: If you back Trump you will not be trusted again,Fox News,2016-05-03T00:00:00Z
61757,84203,"Trump shifts to VP search, could name Cabinet picks pre-convention",Fox News,2016-05-05T00:00:00Z
61759,84205,Karl Rove: What Trump needs to do right now,Fox News,2016-05-05T00:00:00Z
61760,84206,Chris Matthews caught on camera commenting on Melania Trump’s ’runway walk’,Fox News,2016-05-05T00:00:00Z
61769,84219,"Bush, Graham say they won’t back Trump",Fox News,2016-05-07T00:00:00Z
61770,84220,Trump will testify after election in Trump University suit,Fox News,2016-05-06T00:00:00Z
61771,84221,"Gutfeld: Trump is a sports car, the rest are school buses",Fox News,2016-05-06T00:00:00Z
61778,84229,Palin says she’ll work to unseat Ryan over Trump snub,Fox News,2016-05-08T00:00:00Z
61779,84230,"Trump remounts Warren attack, calls her ’goofy’ in effort to nix her 2016 influence",Fox News,2016-05-08T00:00:00Z
61780,84231,"Trump accuses Bush, Graham of breaking GOP loyalty pledge",Fox News,2016-05-07T00:00:00Z
61781,84232,"Cruz, Kasich camps trade postmortem shots in wake of Trump victory",Fox News,2016-05-08T00:00:00Z
61782,84233,Trump’s presumptive GOP nominee status threatens to put Congress in even deeper freeze,Fox News,2016-05-07T00:00:00Z
61792,84244,"Trump campaign defends move to fundraise, says ’plenty of time’ to unite GOP",Fox News,2016-05-08T00:00:00Z
61793,84245,"Trump ’blindsided’ by Ryan, flip-flops with ’change’ on minimum wage",Fox News,2016-05-08T00:00:00Z
61794,84246,Wall Street donors going for Clinton over Trump,Fox News,2016-05-08T00:00:00Z
61795,84247,What the media missed: Trump’s appeal to folks who feel culturally marginalized,Fox News,2016-05-09T00:00:00Z
61796,84248,"In battle for women’s vote, Trump cites Bill Clinton infidelity as Hillary shrugs off personal attacks",Fox News,2016-05-08T00:00:00Z
61806,84260,"Ryan on Trump effect: Can’t ‘pretend’ GOP is unified, will ‘take some work’",Fox News,2016-05-11T00:00:00Z
61807,84262,"Trump: Won’t release tax returns before November, won’t take public financing",Fox News,2016-05-11T00:00:00Z
61808,84263,"Sanders, Trump win W. Virginia, Trump also takes Nebraska",Fox News,2016-05-11T00:00:00Z
61809,84264,"Media revive Trump’s playboy period, but does past talk about women hurt him?",Fox News,2016-05-11T00:00:00Z
61829,84288,"Ryan meets Trump, says ‘very encouraged’ but unity will take time",Fox News,2016-05-12T00:00:00Z
61830,84289,Don’t hate Donald Trump. Here’s why it’s time for a narcissistic president,Fox News,2016-05-11T00:00:00Z
61831,84290,"Yes, Donald Trump offends some conservatives. Here’s my advice for them",Fox News,2016-05-11T00:00:00Z
61832,84291,Sen. Graham has ’cordial’ phone call with Donald Trump,Fox News,2016-05-12T00:00:00Z
61840,84300,Break from Convention: Trump hints at bringing showman’s flair to Cleveland,Fox News,2016-05-13T00:00:00Z
61850,84311,Report: Anti-Trump Republicans contacted Mark Cuban about third-party bid,Fox News,2016-05-15T00:00:00Z
61851,84312,Donald who? Wisconsin Republicans largely avoid Trump,Fox News,2016-05-14T00:00:00Z
61852,84313,Report: GOP mega-donor Adelson to give Trump up to $100 million,Fox News,2016-05-14T00:00:00Z
61853,84314,"In Texas GOP speech, Cruz resumes conservative fight; no word of Trump, restarting campaign",Fox News,2016-05-14T00:00:00Z
61861,84323,"Kentucky, Oregon hold primaries Tuesday as Clinton, Trump look to November matchup ",Fox News,2016-05-15T00:00:00Z
61862,84324,"House conservative, Gingrich spar over Trump’s behavior, conservative creds",Fox News,2016-05-15T00:00:00Z
61863,84325,"RNC’s Priebus argues voters don’t care about Trump’s past, want an ’earthquake’",Fox News,2016-05-15T00:00:00Z
61864,84326,Gingrich open to being Trump’s GOP running mate,Fox News,2016-05-15T00:00:00Z
61874,84338,RNC chairman warns against ’suicide’ third-party run against Trump,Fox News,2016-05-15T00:00:00Z
61876,84340,"Model featured in Trump ’hit piece’ slams NY Times, says her story was ’spun’",Fox News,2016-05-16T00:00:00Z
61887,84352,"Trump files new financial report, saying business is strong",Fox News,2016-05-17T00:00:00Z
61889,84354,Trump to Megyn Kelly: ’I’m a counter-puncher’,Fox News,2016-05-17T00:00:00Z
61890,84355,"Fox News Poll:  Trump tops Clinton, both seen as deeply flawed candidates",Fox News,2016-05-18T00:00:00Z
61891,84357,Fox News Poll:  Clinton’s negatives surpass Trump’s,Fox News,2016-05-18T00:00:00Z
61892,84358,Trump unveils list of 11 potential Supreme Court picks,Fox News,2016-05-18T00:00:00Z
61895,84361,"Megyn Kelly Special: Trump defends tone, says bid will be ‘complete waste’ if he doesn’t win",Fox News,2016-05-18T00:00:00Z
61902,84368,"Fox News Poll: Voters trust Trump on economy, Clinton on foreign policy, nuclear weapons",Fox News,2016-05-19T00:00:00Z
